POST_ID,USER_ID,CATEGORY_ID,TITLE,CONTENT,CREATION_DATE,UPDATE_DATE,IS_STICKY,LIKE_COUNT,DISLIKE_COUNT,FAVORITE_COUNT,COMMENT_COUNT,IMAGE_URL
34,7,7,怎么还有人养猫焦虑呀，排解新手焦虑看这！,"怎么还有这么多人，不会养猫呀，让我来教教你
最近很多姐妹问了很多关系养猫日常中很常见的问题，接下来我们来一一解答一下
1、我刚开始养小猫，猫粮应该怎么喂呀，需要定时定量喂嘛
如果你的小猫刚接回来，两三个月这样，我建议尽量定时定点喂，因为太小的猫咪时不知道饥饱的，一次性给太多粮容易造成肠胃负担
如果你的小猫已经有五六个月大了，那你的可选择性就多了，按照我的习惯，一般跟人的作息即可。如果你的作息不规律，ok，跟着你的节奏走，但是这样子最少也要保持一天三顿的样子
2.小猫刚到家我要怎么做
小猫刚到家，建议你什么也不要做，只需要摆好水粮和猫砂，剩下的让小猫自己探索，不要太急着跟小猫去拉近关系，在陌生的环境中，可能你的友好举动在它眼里反而是伤害行为，先任他探索就好了
3、猫咪到底能不能喝牛奶
其实大部分的猫咪跟中国大部分人一样都是乳糖不耐受的，所以可以尽量选择没有乳糖的舒化奶，或者宠物牛奶
当然一部分肠胃好的猫咪，是可以适量的喝一些我们平时喝的牛奶的，但是一定要控制好量，你要是一次性给他喝一盒，有的人都受不了，别说猫咪了
好了，今天就分享这些，欢迎投稿，能解答就帮您解答，不能咱也不含糊",2024-07-15 19:23:11,2024-07-15 19:23:11,0,0,0,0,0,
35,7,8,关于如何训练宠物的建议,"训练宠物需要耐心、一致性和积极的强化。以下是一些关于如何训练宠物的建议：
1. 建立清晰的指令：使用简单、明了的指令来训练宠物，例如“坐下”、“趴下”、“来这里”等。确保你的宠物理解这些指令的含义。
2. 使用正面强化：当宠物做出正确的行为时，及时给予奖励，例如食物、赞美或玩具。这将增强宠物对正确行为的记忆，并激励它们继续这样做。
3. 保持一致：在训练过程中保持一致的指令和奖励，这将帮助宠物更快地学习和理解。
4. 分步骤训练：将训练分成小步骤进行，逐步引导宠物学习新的技能。这将使训练过程更加容易和有效。
5. 训练时间要短：宠物的注意力有限，因此训练时间要短，每次不超过 15 分钟。这样可以确保宠物保持专注和兴趣。
6. 避免惩罚：惩罚宠物可能会导致负面情绪和行为问题。相反，应该集中于鼓励和强化正确的行为。
7. 给予足够的运动和刺激：宠物需要足够的运动和刺激来保持健康和快乐。提供适当的玩具和活动，以帮助它们消耗精力。
8. 耐心和持续：训练宠物需要时间和耐心，不要期望它们能在短时间内完全掌握新的技能。持续的训练和强化将帮助宠物逐渐学会并保持良好的行为习惯。",2024-07-15 19:23:13,2024-07-15 19:23:13,0,0,0,0,0,
36,8,4,我和小猫的故事,"最近一点都没有学习和更新的欲望，突然感慨家中的第一只小猫也有两岁多了，她陪我度过了好多孤独的时光。就写写我和猫咪的故事吧
二一年末备考我在家附近找了个书店的工作，便开始筹划领养小猫的事。我从小都很喜欢小动物，也养过不少，但尤其想养一只猫咪。起初爸妈同往常一样并不同意，但在我先斩后奏之下，事实证明他们也是“口嫌体正直”的（谁能抵挡得住一只小猫咪的魅力呢）
我翻找了大量的攻略，决定在某鱼找找附近待领养的小猫。几经周折，让我遇到了我人生的第一只小狸花。我扣响了电话，很快便加上了主人的联系方式。他说猫咪他在小区里捡到的，他很负责得询问了我一些养猫条件的事情，又自己带着一些猫粮骑着电动车把猫咪从另一个小镇带过来。
小猫进到家里一点都不认生，要是去抱她她也不会吵闹，很乖巧。次日带去检查医生说没有大致问题，只是眼睛和耳朵有些发炎，所以又买了些药。起初我并没有为她想好名字，家里人便“咪咪”“咪咪”地叫，没想到后面叫顺口了，我就取咪咪的“咪”取名为“小米”。事实上，小猫带来的不仅仅是心灵上的慰藉，还有家庭关系的和谐。她渐渐成为了家人一般的存在，并持续治愈的每个人。我想，这是同为上帝造物的赠予。",2024-07-15 19:23:16,2024-07-15 19:23:16,0,0,0,0,0,
37,8,7,猫瘟 传腹 黄疸 糖尿病等科普经验贴,"今天一连刷到两三个帖子，都是说猫瘟。
正好要考雅思了，积攒一波人品。日行一善。
可能是猫多了，遇到的疑难杂症就多了，猫瘟，传腹，糖尿病、酮症酸中毒，肝炎。
· 疾病常见检查方法：生化、血常规、b超、血气
· 治疗：以猫瘟为例：
猫瘟试纸仅供参考，个人觉得还是要看血常规和生化结果。治疗大概7天左右，如果猫处于不吃不喝状态，前三天是个危险期，一般三四天左右开始吃饭就意味着在好转。当然是早发现早治疗。
根据指标来说的话，输液无非就是白细胞高就消炎，拉稀/吐就是止泻止吐，贫血严重需要输造血，白蛋白低营养差就输蛋白等等。选择一个正规医院和负责的医生很重要，只要是正规的，他们都会正确治疗。
但是最重要的是主人的辅助操作：除了输液打针，还要营养跟上。不吃不喝就强灌或者鼻饲管，买“处方流食罐头”。拉稀吐就吃布拉迪，比普通益生菌好，与抗生素不冲突。保暖保温，注意猫体温，发烧也要及时降温。多陪伴，我觉得很管用，万物都有灵性。最主要的，想减少疾病，妙三多疫苗要按照时间打全，驱虫，适龄绝育。",2024-07-15 19:23:17,2024-07-15 19:23:17,0,0,0,0,0,
38,8,5,跨境电商产品类目--宠物用品篇,"今天开始在这里记录一些知识笔记~
希望可以对大家有帮助！
18类：皮革皮具--小类产品:宠物服装、项圈、雨衣、背包、牵引绳等;
21类:日用器具--小类产品:宠物食盆、喂食器、捕鼠器、昆虫陷阱、宠物毛刷等
28类:娱乐器械--小类产品:宠物玩具等各种训练及娱乐玩具类等;
8类:手动工具--小类产品:狗狗专用指甲钳，宠物专用剪刀等;
9类:电子设备--小类产品:训狗器、止吠器等;
28类 :家具用品--小类产品:宠物窝、猫爬架、宠物靠垫等",2024-07-15 19:23:32,2024-07-15 19:23:32,0,0,0,0,0,
39,8,7,猫咪身上有跳蚤怎么办？干净有效的处理办法,"首先需要注意的是，要及时处理掉猫咪身上的跳蚤，可以买一点强效除虫的药剂，按照要求坚持给猫咪使用，这样才能出去它身上已经出现的跳蚤，而还要留意的就是，猫咪的身上可能已经出现的虫卵，这个如果遗留下来，那么也是代表着它身上的跳蚤没有出去干净。
其次就是把猫咪接触过的所有东西，都拿到太阳底下去晒，这样也能很好的起到杀虫的作用。这个过程是要坚持的，不是晒一次太阳就能把所有的“威胁”都去除干净的。
之外还可以给猫咪服用除虫的药剂，这个可以遵循医嘱适量的服用。",2024-07-15 19:23:33,2024-07-15 19:23:33,0,0,0,0,0,
40,8,8,萌宠行为训练,"如果您想让您家的萌宠变得听话又可爱的话、其实并不能难哦
第一步 要有耐心！对待狗狗需要像孩子一样、萌宠也需要时间去适应新的环境。我们要正确的引导和教育哦！
第二步 建立规矩和系统化训练计划、给狗狗定好时间表。让它知道什么时间段做什么事情、比如什么时候吃饭、什么时候睡觉、什么时候可以玩、这样他会更加好管理！
第三步 要有奖励和表扬。当狗狗做对了我们想让它做的事的时候一定要给予奖励和表扬！这样它才会慢慢清楚什么行为是主人喜欢的 、什么行为是不能做的！
第四步  一定要坚持训练。训练狗狗需要持之以恒，不要半途而废。每天日复一日的训练，狗狗会变得更加听话和懂事。这样子我们才会更省心 家庭才会更幸福！
快来尝试这些方法吧，让您家狗狗变成聪明又听话！",2024-07-15 19:23:35,2024-07-15 19:23:35,0,0,0,0,0,
41,9,6,小鸭子吃什么？妥妥的小吃货一枚,"1. 刚出壳一天的雏鸭子就可以开食。在这之前我们可以给它先饮些温水。也可以在添加适量的葡萄糖或者维生素。开食后我们就可以给它喂米饭了，建议是煮到五成熟的样子。撒在地上小鸭子自己吃就可以了，这个时候的鸭子一天需要喂6-8次。
2. 4天大的鸭子，可以喂一下煮烂的小麦或者配合饲料。一天喂养4-5次就可以了。
3. 半个月的小鸭子，每天只要喂食3次就可以了。在小鸭子开食三天左右，我们可以给它增加动物性蛋白饲料。还可以把小鱼、小虾米、蚯蚓剁碎后和饲料一起拌着喂养，还可以把青菜剁碎了撒在垫子上，自由啄食。",2024-07-15 19:23:36,2024-07-15 19:23:36,0,0,0,0,0,
42,9,4,养狗的人都懂心脏骤停的一刻,"进门发现狗子一脸谄媚
赶紧挨个屋看一遍哪里遭了",2024-07-15 19:23:37,2024-07-15 19:23:37,0,0,0,0,0,PostImages/rdwl93z6sovk1uncaslxseguj5nm9kgx7ejawj49d2k3gv43p7o5bpn2vokn33v2.jpg
43,9,5,还是养殖业的东西性价比高,"养猫第一年：可可爱爱的猫窝、宠物专用沐浴露、猫咪饮水机
养猫第五年：酸菜鱼盆、人用的氨基酸洗面奶、蜂蜜瓶+家禽饮水碗
一开始买这个家禽饮水碗配的矿泉水瓶，口太小手伸不进去，还得把上面割开。到处找不易翻倒、有盖子、口还比较大的容器，找到了这个放蜂蜜的罐子。
钻孔的位置稍微有点高了，感觉离底部5厘米就可以了。
这个饮水机的好处是碗里的东西不会倒流，进个猫毛猫粮的，把碗里水倒出去就可以了，不会污染瓶里的水。
顺便吐槽下那些宠物沐浴露，连个具体成分也不标，还卖得死贵。憨憨小时候每次洗澡都过敏，还搞不清具体什么成分过敏，愣是四年多没洗澡。前两天看他实在太油了，油得毛都打缕，就用人用的氨基酸洗面奶洗了一下，一点也没过敏，毛还柔顺光滑。人用的东西成分必须标清，氨基酸洗面奶碱性也没那么强，洗猫刚刚好。",2024-07-15 19:23:39,2024-07-15 19:23:39,0,0,0,0,0,
44,9,6,如何养金鱼，掌握这些立变养鱼达人,"首先，为了达到好的观赏性，建议选择透明的鱼缸，鱼缸大小要根据所养的数量决定，一条鱼大概需要75升的空间，订好鱼的数量，再按这要求选择合适的鱼缸。
其次，买鱼时根据鱼缸大小买多少条，金鱼不仅会捕食比自己小的鱼类，还会暴饮暴食，和同伴们争抢食物。所以最好买同一品种的鱼，如果买了比它弱小的鱼，要用隔板将它们隔开。
最后，喂养金鱼时每天固定1-2次，可以早晚喂。但切记一次不可投放太多量，以可供鱼食用1分钟为佳，投太多容易造成鱼过饱，而且多的鱼食吃不完，残留在缸内容易造成污染。",2024-07-15 19:23:40,2024-07-15 19:23:40,0,0,0,0,0,
45,9,7,公犬绝育手术后的护理：绝育后注意事项及禁食原因,"1.避免伤口感染
2.保持伤口干燥，避免接触水或洗澡。
3.不要让狗狗舔伤口，可以使用伊丽莎白圈。
4.如果狗狗舔伤了伤口，应尽快带去医院重新缝合。
5.公犬绝育手术后的护理
6.术后不要立马吃东西
7.手术后回家后不要立即进食，以免因麻醉未消而引起呕吐。
8.母犬排便前喂食量为平时的一半，排便后恢复正常饮食。
9.定期检查
10.绝育手术后一般失血量约2毫升，无需补充特殊营养物质。
11.术后会有7-10天的伤口恢复期，需给狗狗服用消炎镇痛药。
12.在医生告知的时间带狗狗去医院拆线。",2024-07-15 19:23:41,2024-07-15 19:23:41,0,0,0,0,0,
46,10,4,妈妈，我在垃圾桶等你～,"猫咪的神秘冒险：卫生间垃圾桶大探险 
作为小红书的铲屎官一枚，今天要和大家分享一件我家猫咪的趣事——它竟然躲进了卫生间的垃圾桶里！
事情是这样的，我正在客厅看电视，突然听到卫生间传来一阵奇怪的声音。我心想，难道是猫咪又在搞破坏了？结果走进卫生间一看，差点没把我笑翻——我家的毛球竟然整个身体都钻进了垃圾桶里，只露出了一个小尾巴在外面摇摆。
猫咪为何会这么做？
猫咪躲进垃圾桶，可能是因为：
1. 好奇心：猫咪天生好奇，垃圾桶里可能有它们感兴趣的气味或物品。
2. 安全感：垃圾桶的空间狭小，可能给它们提供了一种安全感。
3. 玩耍：垃圾桶里的纸团、塑料包装等可能成为它们的玩具。
 应对策略
虽然猫咪躲进垃圾桶看起来很有趣，但为了它们的安全和卫生，我们还是需要采取一些措施：
1. 保持垃圾桶清洁：定期清理垃圾桶，避免留下食物残渣吸引猫咪。
2. 使用有盖垃圾桶：选择有盖的垃圾桶，减少猫咪接触垃圾的机会。
3. 提供足够的玩具：确保猫咪有足够的玩具，满足它们的玩耍需求。",2024-07-15 19:23:42,2024-07-15 19:23:42,0,0,0,0,0,PostImages/tlgc4fdzt3iy77ca0cm8quhx399smi5q11tffogetk5what31u56but28wz1vro9.jpg
47,10,9,假如猫咪会发朋友圈,"当猫猫也有手机它会发什么？
蓝猫:别管先睡了
狸猫:谁也不能坏我规矩
布偶:三花为什么不理我
橘猫:好险，差点饿坏了",2024-07-15 19:23:44,2024-07-15 19:23:44,0,0,0,0,0,PostImages/ict6ybfts55jb80ptjqjtoqtzvtxx29lilzuadirwmnvafym7l39qosvq61mc19q.jpg
48,10,5,自动喂食器还是入手了,一开始考虑清洗 卡粮各种问题 纠结好久还是入手了 用了一周整体还是推荐的,2024-07-15 19:23:45,2024-07-15 19:23:45,0,0,0,0,0,PostImages/lvdxfu14vnlvasc68bpr85gvkwd3dnj0wehu6omosdizijxqh9eeh4mwafwebmw8.jpg
49,10,5,新手养猫必备清单,"新手养猫必备清单
智商税千万别交了!
新手养猫不知道买什么东西?
这一篇教你不踩坑
1日常用品:猫砂、猫砂盆、猫食盆、饮水碗
2饮食必备:猫粮、主食罐头、猫草、营养/化毛膏
3外出必备:尿垫、透气不透明猫包、小零食
4休闲娱乐:猫爪盆逗猫棒(羽毛类)、激光笔
5预防疾病常备:驱虫、益生菌、感冒药
6清洁美容:吸尘器、梳毛刷、粘毛滚筒、指甲钳
拒绝智商税
猫窝:大多数猫咪不喜欢睡猫窝，反而一个纸盒睡到烂。
项圈:上蹿下跳容易被勾住，导致窒息。
烘干机:猫咪不需要经常洗澡，无需家备。
发腮粉:发腮取决干遗传哦~
零食饼干:没啥营养，还导致猫咪挑食。
猫衣服:猫咪很排斥束缚感。(无毛猫例外)
脖子项圈逗猫:抓不到的设计增加猫咪焦虑情绪。",2024-07-15 19:23:46,2024-07-15 19:23:46,0,0,0,0,0,
50,10,8,过来人劝新手养狗一定抓住幼犬时期训练啊！,"建议狗狗一接回家就开始训练，越早越好训练
1.一进笼子就叫
把它的饭盆和喜欢的玩具放进笼子里
不理，等不叫了就零食奖励。一直叫，就适当惩罚，可以拍笼子，语气严肃的训斥它一下
这是让它知道，你对他现在的做法不满意。如果态度温和，它就蹬鼻子上脸了
2.见到饭就饿狼扑食
出生40天后的幼犬是zui适宜训练的
饭点拿着食盆站着不理它，然后拿着食盆蹲下，每一步都要等狗狗冷静下来再进行
将食盆放它面前，狗狗冲上去就拦着它，下达口令，比如“不行”
冷静下来后，可以数123，数到3的时候，将饭盆递过去。
3.狗狗握手怎么学
在它蹲坐的时候，手握住前爪，抬起，并发出“握手”的指令，握完手后，立刻奖励零食，每天重复3-5次
4.怎么让它坐下
轻轻拍拍狗狗PP，下达口令“坐”，坐下就给奖励，反复几次就会了！
5.在家随地大小便
可以在家中的几个地方放.尿垫，尿在尿垫立刻给奖励（彩虹屁、零食），然后逐渐减少尿垫数量，直到只剩下你想要定点的位置，如果在家里乱拉乱尿了，请不要生气，可以用一些产品来分解异味，植物成分不会刺激",2024-07-15 19:23:47,2024-07-15 19:23:47,0,0,0,0,0,
51,1,6,九个百元内适合学生养的萌宠推荐,"百元内适合养的宠物有这些，有你喜欢的吗？
1巴西龟
2六角恐龙鱼
3仓鼠
4荷兰猪
5金丝熊
6文鸟
7刺猬
8花枝鼠
9虎皮鹦鹉",2024-07-15 19:23:18,2024-07-15 19:23:18,0,0,0,0,0,
52,1,6,女大学生是如何低成本租房养猫的（穷养版,"大四出来租房
一开始没想过养猫，觉得太贵了，有天在路边看到免费令养的小猫冲动之下抱回家的
之后就走上了养猫不归路
穷鬼版养猫一个月三百不到吧
目前是两只猫一只狸花六个月 一只美短 两个月
猫粮：月均100
猫砂：月均26
一次会买四袋，一共80左右，能用2个月左右，结团小巨省砂，初臭方面我也是恨爱的
驱虫：月均25
我的猫不怎么出门，内驱三个月一次，外驱一个月一次
内驱＋外驱，96r
猫窝：0
猫咪不喜欢猫窝，我就没买，平时随便小猫睡哪，他们一般爱躺床上
去味消毒：10
千万不要用84！我买的是宠物用的心酸肖毒片，一瓶30片，103一瓶，一个月三片左右，平均10r。效果就还行，比没用稍微好点
猫草粒：16
懒的种猫草，买的猫草粒，有时候买猫草冻干，拌猫粮吃，一个月一袋16r
零食：40
买猫粮有送些零食，还有日常蹲活动，买了些罐头冻干 零食汤包 猫条之类的，大概能吃三个月不到一点，不过我很少给他们吃
辅食：5
每周会煮一两次鸡蛋，蛋黄熟了拌猫粮吃，鸡蛋一块钱一个，省钱健康
猫玩具：35
逗猫棒小球球 猫抓板 还有激光笔，别的都没有买，偶尔会自己做小玩具
这些可以一直用的",2024-07-15 19:23:20,2024-07-15 19:23:20,0,0,0,0,0,PostImages/ou7mbueth1h9lowc7q3ft9ayu35a80kbwqgjtumf792f4zxqswscauy4tlwxa9ul.jpg
53,1,4,是真的可爱还是亲妈滤镜,"自从养了小猫咪之后
就开始理解每天晒娃的人的心情了
每天都想给它拍照
每天都想发pyq
谁懂啊谁懂啊！",2024-07-15 19:23:23,2024-07-15 19:23:23,0,0,0,0,0,PostImages/g5n9pv292y29xuvyg7ak7xduck0wpo7opb01r2nclnty6yscfaeke3mrhs0sm045.jpg
54,1,9,从未想过这样的事也会发生在自己家狗身上,"我人在外面，居然在业主群刷到自己家狗。事情的原因是，我爸进了电梯之后，手里拿了很多快递没注意仙贝还在外面闻地上的东西，结果电梯门关得太快了…………

仙贝能活下来离不开两个关键因素

1、电梯在1楼和2楼中间急停了，不知道什么原因，难道是绳子卡住了？
2、胸背没那么紧，狗挂了一会儿后挣脱出来了
只能说，傻狗有傻福，仙贝平时傻傻的，关键时候也有自己的运气。
也特别提醒宝们带狗进电梯一定要注意，也要提醒家里人遛狗时进电梯要和狗狗并排进最好",2024-07-15 19:23:27,2024-07-15 19:23:27,0,0,0,0,0,PostImages/ac0x2z1i5zctm0fro4gxa0pw5avebsqmcowlh62hm9wn0o8c81a1tkomswr64jfe.jpg
55,1,4,谁懂，它这样子好像是要和我谈判,猫猫：我觉得你太过分了，坐下来和本猫谈谈！之前你亲口答应的，每周只要表现的好就会给我多多可爱荷包蛋冻干，为什么现在变成了1个？！,2024-07-15 19:23:28,2024-07-15 19:23:28,0,0,0,0,0,PostImages/q46iswdf1c6ivxmjgmsjh3fedz33pxxj27s15fp5cuggqbhaglxgonexsp6h8zu7.jpg
56,2,4,每天抱着亲一万遍,"还是库存 应该是（3-4个月的时候拍的）
doodle目前5个月啦～",2024-07-15 19:23:29,2024-07-15 19:23:29,0,0,0,0,0,PostImages/4wk5l3emwzdnx2dpc4k4aa6fdi7g8vylgg5qpheafz090wohey9oyptwn1talhuq.jpg
57,2,1,好棒的流浪猫救助站！！,"在街边看到一个流浪猫领养站，觉得这个模式比之前有个只放猫粮很容易被虐猫人当作据点的那个云养猫小程序好一些（不记得叫啥了），虽然猫咪在里面感觉有点孤独，但是总比在外面风餐露宿的时候好多了！
而且没想到有些站点已经领养出去那么多只猫咪啦，好棒啊！！
流浪猫入住和领养的整体流程看着也不错呢，希望能有更多爱猫人士看到",2024-07-15 19:23:30,2024-07-15 19:23:31,0,0,0,0,0,
58,2,6,养鸟入坑忠告！！,"1.什么样的人不适合养鸟呢？
家里有猫猫狗狗等大型宠物/经常出差或工作繁忙/没有耐心，极度洁癖的人，请不要养小鸟！
2.第一次养担心没经验？
其实鹦鹉很好照顾的，重要的是去正规场所买鸟，不要网购小鸟！其他的就是准备好鹦鹉的常用药，电解质水之类的。
3.如果鹦鹉乱拉，咬人，叫声大，掉毛怎么办？
鸟类肯定是有叫声的，不能接受只能放弃了，拉屎是正常的生理现象且能判断鸟宝是否健康，从小手养的可以训练憋屎，但是总会有憋不住的时候。掉毛分品种，有的跟人掉头发一样少，有的家里像刚弹了一床棉花！咬人有很多原因，怕人，生气，嘴欠，求玩耍，找到原因对症下药。
4.养鸟贵不贵，需要准备什么？
鹦鹉是最最便宜的陪伴互动型宠物了，好玩不贵经济实惠！牙签，纸盒，头绳，钥匙圈皆是它眼中的玩具！预算不够的，只需要准备笼子和粮食，还有常备药品就可以！
5.养鸟需要做什么，怎么养？
首先需要长久的陪伴玩耍，996的直接pass！其次就是耐心负责，每天清理及喂食！顺便观察屎是否为健康形态。鹦鹉白天玩耍晚上睡觉，亲人的鸟宝可能会过于粘人，可以多准备些玩具，或者新奇的小破烂给它玩。最好不要带出门炫耀，很可能鸟财两空！",2024-07-15 19:22:02,2024-07-15 19:22:02,0,0,0,0,0,PostImages/va17pusmurm1nx617pmptuctrs4qw7yi1x5d7rj0vm3w3h8rsr05lw3vc6rkx4hr.jpg
59,2,6,《养浣熊须知》,"如果你正考虑养一只可爱又特别的浣熊，那么有些重要的事情你一定要知道。
首先，浣熊是一种非常活泼好动的动物，它们需要足够的空间来活动和探索。所以要为它们准备一个宽敞且安全的生活环境，有丰富的玩具和攀爬设施，以满足它们的天性。
其次，饮食方面不能马虎。浣熊需要多样化的食物，包括高质量的宠物粮、水果、蔬菜和适量的蛋白质。同时，要注意食物的新鲜度和卫生。
浣熊是非常聪明的动物，但也可能很调皮捣蛋。它们可能会好奇地翻找各种东西，所以要做好防护措施，将贵重物品妥善放置。而且，早期的训练和引导非常重要，帮助它们养成良好的行为习惯。
它们还需要定期的清洁和护理。保持它们生活区域的干净整洁，定期为它们洗澡、梳理毛发，检查身体状况。
另外，要记得带它们去看兽医，进行定期的体检和疫苗接种，确保它们的健康。
最后，养浣熊需要足够的耐心和时间。它们需要你的陪伴和关爱，才能茁壮成长。
总之，养浣熊是一件既有趣又具有挑战性的事情。只有充分了解并做好准备，才能与它们建立起亲密而和谐的关系，享受与浣熊相伴的快乐时光。",2024-07-15 19:22:15,2024-07-15 19:22:15,0,0,0,0,0,PostImages/kwu10o3brxnmnvpxnhlbc7drtdvmr7j7wlhr2l2y26m2035op0hlvxzhp362hf7i.jpg
60,2,9,快来Pick！猫咪名字,"你们知道吗？给宠物或心爱之物取名可是门学问哦～今天就来跟姐妹们分享一些创意满满的名字，保证让你的小可爱一“名”惊人！
先来点叠字系列，朗朗上口，听一遍就爱上：
“叮咚”清脆悦耳，“宝宝”、“妮妮”简直萌化人心，“花花”、“美美”是不是听着就心情大好？还有“噜噜”、“毛毛”，是不是想起了那柔软的小触感？
洋气英文系，好听又fashion：
“Lucky”、“Sunny”带来阳光好运，“Kitty”、“Sandy”甜美可人，而“Angela”、“Amy”则是气质满分，还有“Happy”、“Smile”，光是听着就让人忍不住嘴角上扬呢～
搞怪精灵系：
“学妹”、“学长”校园风满满，“富婆”、“鲜肉”让人会心一笑，“哈士奇”、“吃货”简直量身定制，还有“工具人”、“总经理”，这取名也是real有创意！
美食系，光听名字就饿了：
“棉花糖”甜到心坎里，“咖啡”、“摩卡”香气四溢，“饺子”、“烧卖”满满的家乡味，“奶酪”、“起司”则是洋气十足。
特征系，一看名字就知道长啥样：
“小黑”、“小白”简单直接，“阿橘”、“三花”形象生动，“乳牛”、“宾士”这名字，是不是有点豪车既视感？
那么，姐妹们，你家的小宝贝叫什么名字呢？快来评论区告诉我吧！",2024-07-15 19:22:16,2024-07-15 19:22:16,0,0,0,0,0,
61,3,4,像不像在赶ddl的你,"电子文献纸质文献都快翻爆了
作为一只有文化的小狗狗
当然要多读书啦
今日份小狗图书plog
其实这是一本超级温暖的小狗诗集
《风来自你的方向》
以小狗的身份诉说续写着很多情绪
配上治愈的插画
收到快递后我站在那呆呆看了40分钟
一字一句的看，再次觉得世界没有小狗根本转不了
书中很戳的一些话：
“如果明天还能和你一起，我想为夕阳付费”
“人类花钱看一场两小时的电影，而你是我用爱观看一生的电影”",2024-07-15 19:22:17,2024-07-15 19:22:17,0,0,0,0,0,PostImages/1br0uzjs9fm11ggb8aij7f97d5il6ulgbhpz0lkmiavecskqgzjg1zgtk8vclbxj.jpg
62,3,1,我的小狗生病了，我真的急哭了,"晚上下班回家，发现我的小狗拉稀呕吐，精神头不是很好。我真的慌了，因为从来没有过养狗经验，不知道我的小狗是怎么了，早上起来走的时候还好好的。

和宠物店打电话，问了我狗的情况，让我赶紧过去打一针。我给狗收拾笼子的时候，一边收拾一边哭，小狗看到我哭，他好像也感受到了我的难过，急的汪汪叫。

打完针抱着他，他就趴在我的腿上睡着了，小狗真的和小孩子一样，真的是一个小宝宝。

看着我的小狗这么难受，我也好伤心。

前两天发的一个笔记，关于小狗不立耳的，很多朋友也为我支招。很感谢大家。
但是此刻我完全不关心小狗什么时候立耳，我只希望我的小狗能够健康快乐的成长，能够陪我的时间久一点，再久一点。

好难过。我的小狗一定会快点好起来的！",2024-07-15 19:22:18,2024-07-15 19:22:18,0,0,0,0,0,
63,3,1,你愿意花几千几万给你的猫治病吗?,"小猫接回来好几个月了，在这之前一点事没有，我之前还在担心它会不会吃出来皮下脂肪瘤
没想到一语成谶
在这之前什么病都没生过，我还在为我自己养得好而高兴，一直没啥问题，还想着比较幸运，谁知道给我憋了个这么大的
还没开始治辽，一系列的检 查就花了我一千多，还得穿刺检查，购买各种营养品，又是小一千
这只是这两天的，我的小祖宗啊！买的时候才花了850，这一系列下来身价蹭蹭涨！而且后面可能还会复发，实在不行还得做手术得上w了
穷打工的真的经受不起啊！！！
自己生病扛扛就过去了，小祖宗这是要我命啊！大神们有没有什么比较经济实惠一点的办法啊？#猫咪肿瘤",2024-07-15 19:22:31,2024-07-15 19:22:31,0,0,0,0,0,
64,3,5,新手必看，养狗必备用品篇平替不踩雷,"替大家整理了一些养狗的平替好
给一些第 一次养 狗的新手玩家提供一些新思路，希望可以对你🈶帮助～
养狗？简直易如反掌
一些平替好物
狗窝 行军床
玩具 旧拖鞋
尿垫 旧报纸
狗碗 家用铁碗
狗笼 二手儿童围栏
宠物湿巾 婴儿湿巾
每周都要给狗狗刷牙保护口腔健康，毛发也要勤梳理
洗澡的频率控制在15-20天一次，但是不要太频繁～",2024-07-15 19:22:36,2024-07-15 19:22:36,0,0,0,0,0,
65,3,5,月均180元穷养猫（不生病还粘人）,"月均180元穷养猫（不生病还粘人）
家里养了两只崽崽，老大已经快三岁了，现在是个十来斤的大猪喵，养的胖乎乎的，头也圆圆的，还没有生过病，总结了一些养猫经验分享给大家，帮助你们养猫少走弯路~
关于养猫前期费用
1、买猫费用：品种不同价格也不同，大家买猫可以根据自己的预算来买，正规猫舍入手比较靠谱
2、打疫苗：为了猫咪和你的健康是必须要打的，三针猫三联一针狂犬总共300多
3、航空箱：接猫必备，建议买空间大的，猫咪长大也能用（pxx30块买的）
4、猫砂盆：建议买大号的，这样猫咪长大也能用，刚开始买的半封闭的，便于观察猫咪便便情况，（40块搞定）",2024-07-15 19:22:19,2024-07-15 19:22:19,0,0,0,0,0,
66,4,5,关于养猫后期日常费用,"1、猫碗：陶瓷碗，塑料碗容易让猫咪黑下巴而且不好清洗（两个15块搞定）
2、猫粮：现在很多国产猫粮做的也挺好，只要成分好就可以了，我刚开始吃的进口粮，后来觉得好贵换了思克特猫粮含肉量高，里面肉多，估计比较香吧猫咪每次都是库库炫饭，挺长肉的吃胖了很多，里边还有鱼油，也不用多花钱买省了不少钱，一个月100多就够，性价比高
3、驱虫：大宠爱外驱+海乐妙内驱，因为活动囤的便宜点，猫咪只要不出去，3个月一次就可以了，大概30元/月吧
4、猫砂：豆腐猫砂还不错（福丸/妮可露/pidan）建议大家每次多囤点，搭配矿砂使用，一个月也没多少钱，而且家里没啥味
5、去味消d：家里要经常去味消du，猫咪不容易生病，我一直用的按道济噴雾，两三天喷一次家里各处，去味快，还能除Jun，对猫咪没有影响
6、做猫饭+玩具：平时做猫饭改善伙食，玩具就是几块钱的逗猫棒，加起来大概30元/月
7、猫窝：可以不买猫咪根本不睡，喜欢趴猫抓板和快递箱子
8、化毛防掉毛：每天一粒猫草片+维生素B",2024-07-15 19:22:47,2024-07-15 19:22:47,0,0,0,0,0,
