COMMENT_ID,POST_ID,USER_ID,PARENT_COMMENT_ID,CONTENT,COMMENT_TIME,LIKE_COUNT,DISLIKE_COUNT
222,81,12,,散养一段时间你会发现兔子也很亲人，自己往你身上跳，半夜会上床偷偷看你舔你，听到你回家赶紧跑过来迎接你,2024-08-04 10:43:41,0,0
223,81,13,,你推荐大叔小宠？？？他是圈内黑名单了,2024-08-04 10:43:42,0,0
224,81,14,,道奇耶，小心咬地毯和电线,2024-08-04 10:43:43,0,0
225,81,15,,小心它不小心掉下去,2024-08-04 10:43:44,0,0
226,82,16,,乌龟：你和你太爷爷一样多愁善感,2024-08-04 10:43:45,0,0
227,82,17,,我也问过她，她说这是我家该滚的是你,2024-08-04 10:43:46,0,0
228,82,18,,他会每年去给你扫墓，然后唱remember me,2024-08-04 10:43:47,0,0
229,82,19,,这个眼神好像在说：也不知道这个能活多久,2024-08-04 10:43:48,0,0
230,82,20,,达尔文的宠物龟最近才在美国逝世......我姐姐也养了只龟，她因此生了俩娃......,2024-08-04 10:43:49,0,0
231,83,11,,虐待小动物的都倒霉一辈子,2024-08-04 10:43:50,0,0
232,83,12,,小区楼下有只流浪猫，有条腿给人斩断了，现在三条腿走路，还带着一群小猫咪，好可怜呐,2024-08-04 10:43:51,0,0
233,83,13,,好漂亮的小奶牛猫，好喜欢奶牛猫，毕业前做梦都想有一份稳定的工作，养一只黑白的猫咪，可惜各种原因太困难了，下辈子我生在省会市里做一个体制内，钱不富裕，但是在北方也算不差的工作，这样也能供得起你，投胎来做我的心爱的猫宝宝吧,2024-08-04 10:43:52,0,0
234,83,14,,为什么要这样伤害它们,2024-08-04 10:43:53,0,0
235,83,15,,这不是虐待死的吧没血啊？ 路上死掉的野猫丢垃圾桶挺正常的 被撞死的病死的冻死的 埋了说不定还有污染祸害别的 真要好事做到底花钱去火化。等冬天去小区逛逛 小猫一窝一窝的死,2024-08-04 10:43:54,0,0
236,84,16,,我总觉得小狗回头看主人是因为怕主人丢了,2024-08-04 10:43:55,0,0
237,84,17,,神马乱七八糟的 这些都是正常的,2024-08-04 10:43:56,0,0
238,84,18,,我感觉前几条很正常啊，我上次看还说是爱你的表现，真是说什么都有，我家狗总看我，我是它主人它不看我看谁,2024-08-04 10:43:57,0,0
239,84,19,,我家狗就是这样，是一只没有安全感的狗狗,2024-08-04 10:43:58,0,0
240,85,20,,好可爱！,2024-08-04 10:43:59,0,0
241,85,11,,老师，我想定制！,2024-08-04 10:44:00,0,0
242,85,12,,接稿吗！！！老师！！！,2024-08-04 10:44:01,0,0
243,85,13,,您好能定制吗,2024-08-04 10:44:02,0,0
244,85,14,,可以约嘛，我们家颜色简单！每一只都简单！,2024-08-04 10:44:03,0,0
245,86,15,,你们家叫奶米？？我家的也叫奶米 是公的,2024-08-04 10:44:04,0,0
246,86,16,,送它去打工,2024-08-04 10:44:05,0,0
247,86,17,246,这是生活不易，猫猫卖艺吗,2024-08-04 19:49:06,0,0
248,86,18,,来酱姨家，都给米米买！,2024-08-04 10:44:07,0,0
249,86,19,,可爱侵略症犯了,2024-08-04 10:44:08,0,0
250,87,20,,我家狗狗现在在围栏里训练定点，便便以后就放出来玩一会儿，结果一让她回去了就嚎,2024-08-04 10:44:09,0,0
251,87,11,,我家狗狗刚开始也这样，出来活动的时候就好好玩，消耗精力，进笼子就用零食或者玩具引导。试试kong的填充玩具，冷冻的或者塞紧一点狗狗要花很长时间吃，至少刚回笼子不会立马嚎。,2024-08-04 10:44:10,0,0
252,87,12,,你的大笼子放卧室吗还是客厅？现在我家狗狗晚上睡觉只有笼子在卧室才不叫。放客厅就一直叫,2024-08-04 10:44:11,0,0
253,87,13,,刚回家在客厅，睡前不叫，但早上五六点醒了会，大冬天的五六点吠叫居民楼实在扰民，搬进卧室就好了。至少听到狗狗醒了，能及时制止吠叫。,2024-08-04 10:44:12,0,0
254,87,14,,我家狗小时候还住在围栏里 就让它在笼子里吃饭 后来围栏关不住了就从围栏转笼子 贼顺利（现在它做错事就自己躲笼子里去 看得出来很有安全感,2024-08-04 10:44:13,0,0
255,88,15,,买了！不好用我找你,2024-08-04 10:44:14,0,0
256,88,16,,我也买了希望有用，狗狗满地大小便实在受不了了,2024-08-04 10:44:15,0,0
257,88,17,,有效果的，当时喷了狗子就去拉了，就是味道散的快，想让狗子拉的时候就喷一下，挺大瓶的，第一次买到有用的,2024-08-04 10:44:16,0,0
258,89,18,,我家的也叫虎虎,2024-08-04 10:44:17,0,0
259,89,19,,好萌，带一只回去吧,2024-08-04 10:44:18,0,0
260,89,20,,你们家的猫为什么眼这么圆,2024-08-04 10:44:19,0,0
261,89,11,,太可爱了！！！！！,2024-08-04 10:44:20,0,0
262,90,12,,这位乘客居然对我翻白眼，麻烦大家批评它一下,2024-08-04 10:44:21,0,0
263,90,13,262,猫猫翻白眼多可爱你还要批评她？猫好人坏！,2024-08-04 21:24:22,0,0
264,90,14,,这位乘客看起来不太高兴啊,2024-08-04 10:44:23,0,0
265,90,15,,怎么忍住不摸它的,2024-08-04 10:44:24,0,0
266,90,16,,你是怎么忍住的呀？我也想摸摸它！,2024-08-04 10:44:25,0,0
267,91,17,,多少钱,2024-08-04 10:44:26,0,0
268,91,18,,我要我要 请给我这个宝子,2024-08-04 10:44:27,0,0
269,91,19,,还在吗,2024-08-04 10:44:28,0,0
270,93,20,,可爱就够了,2024-08-04 10:44:29,0,0
271,93,11,,服从性特差 越叫越不理 有吃的才会听话,2024-08-04 10:44:30,0,0
272,93,12,,我怀孕了 父母不让养了 有没有喜欢的姐妹领养一下实在舍不得送宠物店,2024-08-04 10:44:31,0,0
273,93,13,,一样的情况 不能说一摸一样 只能说还能更过分啊啊啊,2024-08-04 10:44:32,0,0
274,93,14,,对家里其他的小狗友好吗,2024-08-04 10:44:33,0,0
275,94,15,,有跳蚤吗,2024-08-04 10:44:34,0,0
276,94,16,,龙猫是世界上最干净的小动物！它一根毛孔里有七十根毛，所以寄生虫进不去,2024-08-04 10:44:35,0,0
277,94,17,,喜欢叫嘛,2024-08-04 10:44:36,0,0
278,94,18,,不叫的！除非你惹它！有时候小声哼唧特别可爱,2024-08-04 10:44:37,0,0
279,94,19,,他怕热吗要一直开空调？,2024-08-04 10:44:38,0,0
280,96,20,,我也想养一只狗狗，在闲鱼看了这么久一个合适的都没有，都是要加微信,2024-08-04 10:44:39,0,0
281,96,11,,有避雷那种一直要地址，急着要接狗，不给就立刻翻脸污蔑的，我昨天就经历了，跟她吵完，又有个人来要狗，说的话都一样，被我拒绝了不到一分钟又有个人要领养狗，啥时候一直怀孕的小土狗这么受欢迎了，我真是捅了虐狗人的窝了,2024-08-04 10:44:40,0,0
282,96,12,,你总结的不错，各个平台都摸清了这是相当花时间精力的事，你对狗狗也是负责到底的。很重要一点是，狗妈妈还是尽快绝育吧！,2024-08-04 10:44:41,0,0
283,96,13,,谢谢分享啊 我正在送养狗狗 打几千买的小比熊没空照顾，在闲鱼挂出去之后来问我的好多都是奇葩,2024-08-04 10:44:42,0,0
284,96,14,,我这里有个领养的，是个男生，要了猫猫用品的照片，要了三次不给，要上门送猫定位是大学城宿舍，一直盘问也没生气，我是自己养的暹罗，过敏鼻炎引发的哮喘养不了，这种的靠谱不,2024-08-04 10:44:43,0,0
285,97,15,,我家小崽子就是，咬人给它两下子甩甩脑袋就没事了,2024-08-04 10:44:44,0,0
286,97,16,,拆家吗 跑酷吗,2024-08-04 10:44:45,0,0
287,97,17,,喜欢晚上跑酷，拆家感觉一般般,2024-08-04 10:44:46,0,0
288,97,18,,谁能懂看到猫咪我的心都化掉了,2024-08-04 10:44:47,0,0
289,97,19,,但是他们说美短一点都不亲人，不喜欢被人抱,2024-08-04 10:44:48,0,0
290,97,20,,亲人，但是不喜欢被抱（天性）,2024-08-04 10:44:49,0,0
291,98,11,,最推荐哪一种狗第一次养？谢谢,2024-08-04 10:44:50,0,0
292,98,12,,田园犬是真的掉毛怪,2024-08-04 10:44:51,0,0
293,98,13,,说实话是真的不建议新手养柯基 柯基小时候真的超容易得细小,2024-08-04 10:44:52,0,0
294,98,14,,新手想养耶耶需要注意什么嘛,2024-08-04 10:44:53,0,0
295,98,15,294,笼养 小心拆家和玻璃胃,2024-08-04 12:14:54,0,0
296,98,16,,想养边牧，又担心管不住它,2024-08-04 10:44:55,0,0
297,99,17,,能送医吗,2024-08-04 10:44:56,0,0
298,99,18,,已经被救助啦,2024-08-04 10:44:57,0,0
299,99,19,,救助了吗？,2024-08-04 10:44:58,0,0
300,99,20,,刚刚忙完路过，好像是有人养的，转移了位置，不晓得是不是那个店面老板在养,2024-08-04 10:44:59,0,0
301,99,11,,今天这么热 小狗在外面要中暑了,2024-08-04 10:45:00,0,0
302,100,12,,查下大脑呢 心超和脑部核磁 就是花费会很高,2024-08-04 10:45:01,0,0
303,100,13,,不懂dd 看看有没有线上问诊的大夫 至少能给个方向,2024-08-04 10:45:02,0,0
304,100,14,,18岁的老猫了啊，我也不懂，只能帮你顶顶你的帖子,2024-08-04 10:45:03,0,0
305,100,15,,询问大夫，会不会跟人一样是心脑血管问题，大夫说，若真是的话，以她的对数来说，不太可能撑到来医院…明明前两天状态还不错的…,2024-08-04 10:45:04,0,0
306,100,16,,有没有可能是高血压导致的癫痫,2024-08-04 10:45:05,0,0
